"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","865","test_transfer_over_limit[chromium-10001]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","91","test_create_invalid_user[chromium-BGveWDaxGTaeDNnt-H0u7G^j1Ty-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","148","test_transfer_with_fraud_check_verification_required[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","91","test_create_invalid_user[chromium-hX-%Y2F7lg7Ji-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","127","test_transfer_with_fraud_check_insufficient_funds[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","532","test_admin_can_create_user[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","467","test_account_not_selected_deposit[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","615","test_deposit_another_user_id[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","705","test_transfer_below_minimum[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","347","test_deposit_incorrect_balance[webkit--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","140","test_transfer_with_fraud_check_rejected_decision_requires_manual_review[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","171","test_login_user[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_test","",""
"","84","test_update_name_in_the_profile[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","116","test_deposit_incorrect_balance[chromium-5001-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","174","test_update_profile_bad_name[chromium-JohnSmith]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","1176","test_transfer_invalid_amount[firefox-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1936","test_user_can_create_account[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_ui_test","",""
"","782","test_transfer_between_users[chromium-0.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","845","test_transfer_below_balance[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","108","test_deposit_non_exist_id[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","92","test_create_invalid_user[chromium-@RjkvkhI-sB5O83rKs#-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","123","test_create_account[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_test","",""
"","264","test_account_not_selected_deposit[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","196","test_deposit[chromium-2827.79]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","786","test_transfer_between_users[chromium-5874.03]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","644","test_admin_can_create_user[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","658","test_user_can_deposit[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","1262","test_transfer_between_users[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1509","test_update_profile_bad_name[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","113","test_deposit_incorrect_balance[chromium-5000.1-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","889","test_transfer_over_limit[chromium-10000.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","319","test_user_can_create_account[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_ui_test","",""
"","931","test_transfer_invalid_amount[chromium-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","469","test_deposit_incorrect_balance[firefox-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","517","test_transfer_empty_form[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","174","test_update_profile_bad_name[chromium-]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","1196","test_transfer_invalid_amount[firefox--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1177","test_transfer_between_users[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","710","test_transfer_below_balance[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","420","test_admin_cannot_create_user_with_invalid_data[webkit-new_user_request0]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","178","test_admin_cannot_create_user_with_invalid_data[chromium-new_user_request0]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","128","test_transfer_with_fraud_check_invalid_amount[chromium-0-Invalid accounts or amount]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","1655","test_update_profile_bad_name[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","1456","test_update_name_in_the_profile[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","347","test_deposit_incorrect_balance[webkit-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
