"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","239","test_account_not_selected_deposit[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","849","test_transfer_invalid_amount[chromium--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","143","test_deposit[chromium-943.74]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","173","test_deposit[chromium-0.01]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","78","test_deposit_incorrect_balance[chromium-0-Invalid account or amount]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","132","test_login_admin_user[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestLoginUser","login_user_test","",""
"","107","test_transfer_with_fraud_check_rejected_decision_requires_manual_review[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","250","test_admin_cannot_create_user_with_invalid_data[webkit-new_user_request0]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_ui_test","",""
"","92","test_transfer_with_fraud_check_invalid_amount[chromium-10000.1-Transfer amount cannot exceed 10000]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","151","test_update_profile_bad_name[chromium-JohnSmith]","src.tests.api","2026-07-14","passed","2026-07-14","TestUpdateProfile","update_profile_test","",""
"","1014","test_transfer_between_users[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","80","test_create_invalid_user[chromium-HW-7p3oW%E4uU-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_test","",""
"","1449","test_update_profile_bad_name[chromium]","src.tests.ui","2026-07-14","passed","2026-07-14","TestEditProfile","edit_profile_ui_test","",""
"","1234","test_user_can_deposit[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","847","test_transfer_invalid_amount[firefox--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","645","test_admin_can_create_user[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_ui_test","",""
"","75","test_update_name_in_the_profile[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestUpdateProfile","update_profile_test","",""
"","646","test_transfer_between_users[chromium-6163.79]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransfer","transfer_test","",""
"","427","test_user_can_create_account[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateAccount","create_account_ui_test","",""
"","104","test_transfer_with_fraud_check_user_has_no_access_to_other_user_account[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","93","test_transfer_with_fraud_check_invalid_amount[chromium-0-Invalid accounts or amount]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","137","test_admin_cannot_create_user_with_invalid_data[chromium-new_user_request0]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_ui_test","",""
"","77","test_deposit_incorrect_balance[chromium-5001-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","493","test_user_can_deposit[chromium]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","821","test_transfer_below_balance[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","78","test_deposit_incorrect_balance[chromium--1-Invalid account or amount]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","136","test_login_user[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestLoginUser","login_user_test","",""
"","945","test_transfer_between_users[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","68","test_create_invalid_user[chromium-@brsKCIZDqOIcEPj-XW5di&Kw89-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_test","",""
"","931","test_transfer_below_balance[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","267","test_deposit_incorrect_balance[webkit-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","308","test_user_can_create_account[chromium]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateAccount","create_account_ui_test","",""
"","84","test_deposit_incorrect_balance[chromium-5000.1-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","288","test_deposit_incorrect_balance[webkit--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
