"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","173","test_deposit[chromium-652.61]","src.tests.api","2026-07-14","passed","2026-07-14","TestDeposit","deposit_test","",""
"","95","test_create_invalid_user[chromium--H8T6xjO#7m-USER-username-Username cannot be blank]","src.tests.api","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_test","",""
"","1515","test_update_name_in_the_profile[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestEditProfile","edit_profile_ui_test","",""
"","266","test_account_not_selected_deposit[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","1007","test_transfer_below_balance[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","81","test_create_invalid_user[chromium-Ix-rE2wIo^08S-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-14","passed","2026-07-14","TestCreateUser","create_user_test","",""
"","156","test_update_profile_bad_name[chromium-JohnSmith]","src.tests.api","2026-07-14","passed","2026-07-14","TestUpdateProfile","update_profile_test","",""
"","478","test_transfer_empty_form[firefox]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","862","test_user_can_login_with_correct_data[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestLoginUser","login_user_ui_test","",""
"","1158","test_transfer_invalid_amount[webkit--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-14","passed","2026-07-14","TestTransfer","transfer_ui_test","",""
"","229","test_deposit_incorrect_balance[chromium--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-14","passed","2026-07-14","TestDeposit","deposit_ui_test","",""
"","121","test_transfer_with_fraud_check_rejected_decision_requires_manual_review[chromium]","src.tests.api","2026-07-14","passed","2026-07-14","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","311","test_user_can_create_account[chromium]","src.tests.ui","2026-07-14","passed","2026-07-14","TestCreateAccount","create_account_ui_test","",""
"","1537","test_update_profile_bad_name[webkit]","src.tests.ui","2026-07-14","passed","2026-07-14","TestEditProfile","edit_profile_ui_test","",""
