"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2270","test_admin_can_login_with_correct_data[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_ui_test","",""
"","1547","test_update_profile_bad_name[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","102","test_deposit_incorrect_balance[chromium--1-Invalid account or amount]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","171","test_login_user[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_test","",""
"","701","test_transfer_below_balance[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","519","test_transfer_empty_form[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","875","test_user_can_deposit[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","177","test_admin_cannot_create_user_with_invalid_data[chromium-new_user_request0]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","169","test_login_admin_user[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_test","",""
"","406","test_transfer_empty_form[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","611","test_deposit_incorrect_balance[firefox-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","352","test_deposit_incorrect_balance[webkit-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","1655","test_update_profile_bad_name[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","241","test_deposit_incorrect_balance[chromium-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","83","test_update_name_in_the_profile[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","171","test_update_profile_bad_name[chromium-1John Smith]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","752","test_admin_can_create_user[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","640","test_transfer_between_one_users[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","1049","test_transfer_between_users[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","232","test_deposit_incorrect_balance[chromium--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","929","test_transfer_invalid_amount[chromium-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","113","test_account_not_selected_deposit[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","103","test_deposit_incorrect_balance[chromium-5001-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","786","test_transfer_between_users[chromium-0.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","1192","test_transfer_invalid_amount[firefox--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","361","test_deposit_incorrect_balance[webkit--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","305","test_user_can_create_account[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_ui_test","",""
"","105","test_create_invalid_user[chromium--Uu!Na3bW24-USER-username-Username cannot be blank]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","124","test_transfer_with_fraud_check_user_has_no_access_to_other_user_account[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","240","test_deposit[chromium-4999.99]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","779","test_transfer_between_users[chromium-3756.44]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","185","test_deposit[chromium-934.76]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","1634","test_update_profile_bad_name[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","172","test_update_profile_bad_name[chromium-]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","858","test_transfer_over_limit[chromium-10001]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","93","test_create_invalid_user[chromium-tm-oNR2P$1l0r-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","173","test_update_profile_bad_name[chromium-John Smith.]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","1283","test_transfer_between_users[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1120","test_transfer_invalid_amount[webkit-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","806","test_transfer_between_users[chromium-9999.99]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","127","test_transfer_with_fraud_check_invalid_amount[chromium-10000.1-Transfer amount cannot exceed 10000]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","522","test_admin_can_create_user[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","91","test_create_invalid_user[chromium-VzMgopwKrscwoZmk-53#gh8TSHl-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","147","test_transfer_with_fraud_check_verification_required[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","875","test_transfer_over_limit[chromium-10000.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","111","test_deposit_incorrect_balance[chromium-5000.1-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","131","test_transfer_with_fraud_check_rejected_decision_requires_manual_review[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","159","test_transfer_with_fraud_check[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","106","test_deposit_non_exist_id[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","873","test_transfer_below_balance[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
